InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice
550136,4/14/2011 13:56,16957,United Kingdom,108,3.8333
550137,4/14/2011 13:59,12477,Germany,728,4.1107
550138,4/14/2011 14:02,12841,United Kingdom,124,1.5089
550144,4/14/2011 14:14,16520,United Kingdom,139,3.0537
550145,4/14/2011 14:15,12637,France,287,4.0374
550148,4/14/2011 14:36,16882,United Kingdom,100,3.9743
550149,4/14/2011 14:37,13069,United Kingdom,214,1.8857
550150,4/14/2011 14:39,15230,United Kingdom,12,4.95
550151,4/14/2011 14:41,13089,United Kingdom,11,12.75
550152,4/14/2011 14:43,17362,United Kingdom,115,3.0735
550153,4/14/2011 14:44,(blank),United Kingdom,-1,0
550154,4/14/2011 14:45,13069,United Kingdom,35,2.95
550155,4/14/2011 14:54,14198,United Kingdom,104,3.6867
550156,4/14/2011 15:02,17381,United Kingdom,600,0.815
550157,4/14/2011 15:26,16393,United Kingdom,66,1.7942
550158,4/14/2011 15:39,13989,United Kingdom,869,2.8952
550159,4/14/2011 15:46,14062,United Kingdom,662,2.7236
550160,4/14/2011 15:46,17930,United Kingdom,172,1.942
550161,4/14/2011 15:58,14154,United Kingdom,114,5.1942
550162,4/14/2011 16:23,12569,Germany,80,3.6189
550163,4/14/2011 16:26,14154,United Kingdom,351,9.447
550164,4/14/2011 16:31,13590,United Kingdom,338,1.7413
550167,4/14/2011 16:38,14206,United Kingdom,276,1.797
550169,4/14/2011 16:41,14482,United Kingdom,111,2.556
550173,4/14/2011 16:58,15235,United Kingdom,82,5.5944
550178,4/14/2011 17:25,12662,Germany,228,3.3021
550179,4/14/2011 17:29,15220,United Kingdom,116,2.3969
550180,4/14/2011 17:33,14163,United Kingdom,153,4.8935
550182,4/14/2011 17:44,18198,United Kingdom,248,1.7867
550183,4/14/2011 17:58,14105,United Kingdom,800,2.9174
550184,4/14/2011 18:02,17601,United Kingdom,103,1.6122
550185,4/14/2011 18:22,17142,United Kingdom,81,19.1867
550186,4/14/2011 18:28,14051,United Kingdom,106,4.9125
550187,4/14/2011 18:40,13811,Germany,29,9.875
550188,4/14/2011 18:57,12457,Switzerland,197,5.9304
550189,4/14/2011 19:15,13230,United Kingdom,59,4.5661
550190,4/14/2011 19:16,15135,United Kingdom,43,3.5944
550191,4/14/2011 19:59,16806,United Kingdom,119,2.9024
550192,4/15/2011 8:45,12582,Finland,159,6.063
550193,4/15/2011 9:27,13952,United Kingdom,886,4.2517
550194,4/15/2011 9:43,15270,United Kingdom,265,2.6063
550196,4/15/2011 10:09,14796,United Kingdom,244,2.5155
550197,4/15/2011 10:14,15581,United Kingdom,8,4.95
550198,4/15/2011 10:19,13120,United Kingdom,12,2.55
550199,4/15/2011 10:20,16523,United Kingdom,242,1.9589
550200,4/15/2011 10:21,16523,United Kingdom,16,4.8
550201,4/15/2011 10:25,12769,Brazil,356,4.4563
550202,4/15/2011 10:27,13090,United Kingdom,166,7.6553
550203,4/15/2011 10:37,(blank),United Kingdom,45,7.4775
550204,4/15/2011 10:37,(blank),United Kingdom,40,8.2565
550205,4/15/2011 10:37,(blank),United Kingdom,69,7.9675
550206,4/15/2011 10:38,(blank),United Kingdom,90,9.165
550207,4/15/2011 10:38,(blank),United Kingdom,74,9.0962
550208,4/15/2011 10:39,(blank),United Kingdom,112,9.7616
550209,4/15/2011 10:39,(blank),United Kingdom,113,7.0371
550210,4/15/2011 10:40,(blank),United Kingdom,103,9.2238
550211,4/15/2011 10:41,(blank),United Kingdom,58,8.1305
550212,4/15/2011 10:41,(blank),United Kingdom,46,10.5703
550213,4/15/2011 10:42,(blank),United Kingdom,58,11.5418
550214,4/15/2011 10:43,(blank),United Kingdom,93,9.9889
550215,4/15/2011 10:43,(blank),United Kingdom,125,10.2871
550216,4/15/2011 11:06,13516,United Kingdom,56,3.3071
550218,4/15/2011 11:15,14408,United Kingdom,190,1.7886
550242,4/15/2011 11:31,13117,United Kingdom,100,1.04
550249,4/15/2011 11:35,(blank),United Kingdom,4,1.3833
550250,4/15/2011 11:36,18171,United Kingdom,86,5.8283
550251,4/15/2011 11:44,14323,United Kingdom,222,2.1716
550255,4/15/2011 11:47,13468,United Kingdom,66,3.9322
550264,4/15/2011 12:05,13426,United Kingdom,108,4.6955
550265,4/15/2011 12:10,17572,United Kingdom,32,4.325
550272,4/15/2011 12:14,18079,United Kingdom,3843,1.4055
550274,4/15/2011 12:23,15498,United Kingdom,190,2.5852
550275,4/15/2011 12:35,13993,United Kingdom,114,4.206
550276,4/15/2011 12:48,12989,United Kingdom,68,4.23
550277,4/15/2011 12:48,12639,Sweden,201,4.9182
550278,4/15/2011 13:15,(blank),United Kingdom,599,5.1693
550279,4/15/2011 13:16,14700,United Kingdom,321,3.026
550280,4/15/2011 13:31,13048,United Kingdom,316,1.5505
550281,4/15/2011 13:48,12457,Switzerland,101,20.895
550282,4/15/2011 13:56,16686,United Kingdom,80,2.2211
550283,4/15/2011 14:05,18094,United Kingdom,440,1.9337
550284,4/15/2011 14:10,12383,Belgium,77,4.5891
550285,4/15/2011 14:14,15249,United Kingdom,148,4.15
550286,4/15/2011 14:14,15027,United Kingdom,140,4.35
550287,4/15/2011 14:15,14211,United Kingdom,73,3.3244
550288,4/15/2011 14:21,17367,United Kingdom,150,1.8962
550289,4/15/2011 14:32,13880,United Kingdom,193,2.5622
550290,4/15/2011 14:45,15246,United Kingdom,161,3.3048
550291,4/15/2011 15:17,13720,United Kingdom,46,4.5389
550292,4/15/2011 15:31,14527,United Kingdom,11,5.6071
550296,4/15/2011 15:54,13742,United Kingdom,109,4.4676
550297,4/15/2011 15:58,14056,United Kingdom,217,2.5683
550298,4/15/2011 16:11,17346,United Kingdom,155,1.5429
550299,4/15/2011 16:46,17389,United Kingdom,732,5.9152
550301,4/17/2011 10:15,17243,United Kingdom,172,4.155
550302,4/17/2011 10:17,14156,EIRE,151,6.7256
550303,4/17/2011 10:21,18213,United Kingdom,232,1.5013
550304,4/17/2011 10:27,14092,United Kingdom,219,2.3988
550305,4/17/2011 10:27,17920,United Kingdom,560,2.4972
550307,4/17/2011 10:56,13854,United Kingdom,80,4.185
550308,4/17/2011 10:57,17029,United Kingdom,200,1.79
550309,4/17/2011 10:59,13220,United Kingdom,12,6.95
550310,4/17/2011 11:04,15985,United Kingdom,878,1.6226
550311,4/17/2011 11:04,16728,United Kingdom,50,2.2938
550312,4/17/2011 11:18,13089,United Kingdom,361,1.4147
550313,4/17/2011 11:21,12681,France,377,2.6837
550314,4/17/2011 11:30,16905,United Kingdom,79,4.0267
550315,4/17/2011 11:44,17990,United Kingdom,290,1.3765
550316,4/17/2011 11:45,16193,United Kingdom,219,2.3474
550317,4/17/2011 11:56,15172,United Kingdom,194,2.844
550318,4/17/2011 12:25,16085,United Kingdom,129,1.9138
550319,4/17/2011 12:37,14524,United Kingdom,55,3.3236
550320,4/17/2011 12:37,12748,United Kingdom,242,3.2041
550320,4/17/2011 12:38,12748,United Kingdom,106,2.8873
550321,4/17/2011 12:49,16770,United Kingdom,66,2.1397
550322,4/17/2011 12:53,14524,United Kingdom,52,3.4444
550323,4/17/2011 12:57,13692,United Kingdom,734,3.1455
550324,4/17/2011 13:02,12997,United Kingdom,185,2.8406
550325,4/17/2011 13:04,15745,United Kingdom,127,4.4344
550326,4/17/2011 13:05,14532,United Kingdom,166,2.085
550327,4/17/2011 13:07,12878,United Kingdom,335,2.2139
550328,4/17/2011 13:18,17582,United Kingdom,123,2.1341
550329,4/17/2011 13:20,13951,United Kingdom,175,2.9735
550330,4/17/2011 13:27,15827,United Kingdom,36,1.76
550331,4/17/2011 13:43,15555,United Kingdom,249,1.4261
550332,4/17/2011 13:53,13474,United Kingdom,132,2.3227
550333,4/17/2011 14:05,15410,United Kingdom,111,4.1367
550333,4/17/2011 14:06,15410,United Kingdom,53,3.85
550334,4/17/2011 14:09,17320,United Kingdom,256,4.7458
550335,4/17/2011 14:36,15535,United Kingdom,15,7.6
550336,4/17/2011 14:55,13089,United Kingdom,98,5.7478
550337,4/17/2011 15:29,18037,United Kingdom,1,2.1
550338,4/17/2011 15:33,12413,France,25,4.8075
550339,4/17/2011 15:40,17697,United Kingdom,93,5.0842
550340,4/17/2011 15:53,13695,United Kingdom,50,1.598
550341,4/17/2011 15:53,13018,United Kingdom,210,2.6747
550342,4/17/2011 15:55,13018,United Kingdom,215,2.6748
550343,4/17/2011 15:56,12971,United Kingdom,70,3.43
550344,4/18/2011 9:00,12754,Japan,6432,0.6614
550345,4/18/2011 9:06,15304,United Kingdom,4,12.75
550346,4/18/2011 9:31,16639,United Kingdom,112,3.9107
550347,4/18/2011 9:33,14227,United Kingdom,206,1.7435
550348,4/18/2011 9:38,16947,United Kingdom,312,2.611
550350,4/18/2011 10:04,15491,United Kingdom,358,5.0093
550351,4/18/2011 10:20,15491,United Kingdom,160,2.01
550352,4/18/2011 10:21,16719,United Kingdom,125,3.9568
550354,4/18/2011 10:28,13811,Germany,1,222.75
550357,4/18/2011 10:35,16617,United Kingdom,91,3.91
550359,4/18/2011 10:41,17841,United Kingdom,162,2.5227
550360,4/18/2011 10:55,14978,United Kingdom,84,5.0856
550361,4/18/2011 11:10,13082,United Kingdom,997,3.66
550362,4/18/2011 11:13,13113,United Kingdom,146,2.8625
550364,4/18/2011 11:29,16713,United Kingdom,36,6.05
550377,4/18/2011 11:45,13082,United Kingdom,4,8.5
550389,4/18/2011 11:53,17284,United Kingdom,202,1.374
550408,4/18/2011 11:59,16746,United Kingdom,316,1.94
550437,4/18/2011 12:14,16923,United Kingdom,94,2.8823
550438,4/18/2011 12:16,15265,United Kingdom,240,5.4581
550439,4/18/2011 12:17,18231,United Kingdom,122,5.1
550440,4/18/2011 12:25,12407,Belgium,204,3.5817
550446,4/18/2011 12:36,13871,United Kingdom,226,4.2754
550447,4/18/2011 12:36,16033,United Kingdom,138,3.3842
550448,4/18/2011 12:42,16746,United Kingdom,7,2.85
550449,4/18/2011 12:45,15199,United Kingdom,109,4.4833
550450,4/18/2011 12:47,15615,United Kingdom,72,1.25
550452,4/18/2011 12:56,14525,United Kingdom,70,1.26
550453,4/18/2011 12:58,16226,United Kingdom,72,1.8167
550457,4/18/2011 13:12,13798,United Kingdom,750,1.8507
550458,4/18/2011 13:13,(blank),United Kingdom,681,4.1215
550459,4/18/2011 13:17,18116,United Kingdom,127,2.5127
550460,4/18/2011 13:18,(blank),United Kingdom,1300,0
550461,4/18/2011 13:20,15749,United Kingdom,9014,2.928
550462,4/18/2011 13:22,16458,United Kingdom,138,1.4412
550464,4/18/2011 13:30,16550,United Kingdom,362,2.6449
550465,4/18/2011 13:31,16217,United Kingdom,31,4.1125
550467,4/18/2011 13:36,18009,United Kingdom,126,4.1378
550468,4/18/2011 13:43,16700,United Kingdom,238,2.4515
550469,4/18/2011 13:46,16399,United Kingdom,159,2.1687
550470,4/18/2011 13:49,(blank),United Kingdom,553,3.5755
550471,4/18/2011 13:52,(blank),United Kingdom,553,3.794
550473,4/18/2011 13:54,14623,United Kingdom,104,2.3684
550474,4/18/2011 13:58,(blank),United Kingdom,502,4.3743
550476,4/18/2011 14:00,15769,United Kingdom,36,3.39
550477,4/18/2011 14:01,17338,United Kingdom,365,2.5474
550478,4/18/2011 14:01,15755,United Kingdom,157,3.4694
550479,4/18/2011 14:01,15625,United Kingdom,513,1.7
550480,4/18/2011 14:05,13069,United Kingdom,173,1.7881
550481,4/18/2011 14:08,17634,United Kingdom,33,4.6611
550483,4/18/2011 14:12,16033,United Kingdom,18,2.01
550487,4/18/2011 14:21,18219,United Kingdom,122,2.7655
550488,4/18/2011 14:27,16729,United Kingdom,303,1.5442
550490,4/18/2011 14:32,17054,United Kingdom,78,7.9375
550491,4/18/2011 14:37,16033,United Kingdom,4,4.95
550492,4/18/2011 14:44,14180,United Kingdom,37,7.3955
550493,4/18/2011 14:50,15311,United Kingdom,820,1.9228
550495,4/18/2011 15:00,13769,United Kingdom,74,4.3236
550496,4/18/2011 15:05,(blank),United Kingdom,507,4.8192
550497,4/18/2011 15:08,18064,United Kingdom,160,2.55
550498,4/18/2011 15:14,14692,United Kingdom,37,2.99
550499,4/18/2011 15:16,(blank),United Kingdom,303,4.868
550500,4/18/2011 15:26,(blank),United Kingdom,507,5.1841
550501,4/18/2011 15:28,(blank),United Kingdom,30,0
550502,4/18/2011 15:29,(blank),United Kingdom,320,0
550503,4/18/2011 15:31,15508,United Kingdom,154,4.1372
550504,4/18/2011 15:43,16654,United Kingdom,145,4.0964
550512,4/18/2011 16:31,18069,United Kingdom,293,1.9115
550513,4/18/2011 16:37,16928,United Kingdom,236,3.3358
550514,4/18/2011 16:49,14631,United Kingdom,192,2.0131
550515,4/18/2011 17:29,14502,United Kingdom,128,2.6613
550516,4/18/2011 17:32,14502,United Kingdom,9,9.95
550517,4/19/2011 8:17,14352,United Kingdom,316,4.2779
550518,4/19/2011 8:55,16628,United Kingdom,162,3.0857
550519,4/19/2011 9:31,13141,United Kingdom,294,2.513
550520,4/19/2011 9:43,16170,United Kingdom,232,1.4782
550521,4/19/2011 9:49,13647,United Kingdom,267,3.4861
550522,4/19/2011 10:04,12947,United Kingdom,478,1.7653
550523,4/19/2011 10:08,15594,United Kingdom,145,3.1027
550524,4/19/2011 10:08,16422,United Kingdom,264,2.05
550525,4/19/2011 10:19,14672,United Kingdom,307,2.5456
550526,4/19/2011 10:40,14309,United Kingdom,155,2.8635
550527,4/19/2011 10:48,12476,Germany,628,3.8765
550528,4/19/2011 10:49,17663,United Kingdom,81,4.919
550531,4/19/2011 10:59,13199,United Kingdom,12,2.95
550532,4/19/2011 11:02,14606,United Kingdom,75,2.4191
550535,4/19/2011 11:19,14211,United Kingdom,72,2.9378
550539,4/19/2011 11:27,13479,United Kingdom,89,3.375
550541,4/19/2011 11:33,(blank),United Kingdom,382,5.2865
550542,4/19/2011 11:37,(blank),United Kingdom,475,5.996
550560,4/19/2011 11:46,14242,United Kingdom,70,3.3663
550579,4/19/2011 11:52,13266,United Kingdom,368,1.13
550606,4/19/2011 12:08,12594,Italy,208,1.8163
550607,4/19/2011 12:17,16919,United Kingdom,68,3.7696
550608,4/19/2011 12:19,12901,United Kingdom,462,2.1
550610,4/19/2011 12:22,14502,United Kingdom,9,9.95
550612,4/19/2011 12:26,14662,United Kingdom,35,4.9524
550613,4/19/2011 12:26,16180,United Kingdom,470,2.589
550615,4/19/2011 12:41,16730,United Kingdom,305,1.9583
550616,4/19/2011 12:59,15140,United Kingdom,270,2.3808
550617,4/19/2011 13:03,13376,United Kingdom,191,4.9729
550618,4/19/2011 13:09,14156,EIRE,234,4.4624
550619,4/19/2011 13:21,15717,United Kingdom,70,2.4714
550620,4/19/2011 13:39,12585,Germany,407,5.3468
550621,4/19/2011 13:41,13263,United Kingdom,105,1.9577
550622,4/19/2011 13:49,13735,United Kingdom,505,3.4919
550623,4/19/2011 13:56,13719,United Kingdom,78,2.85
550624,4/19/2011 13:57,14201,United Kingdom,68,1.97
550625,4/19/2011 14:02,12619,Germany,468,3.7857
550626,4/19/2011 14:23,13184,United Kingdom,250,1.4219
550627,4/19/2011 14:36,16633,United Kingdom,177,4.5458
550628,4/19/2011 14:37,13101,United Kingdom,113,2.9675
550629,4/19/2011 14:48,13782,United Kingdom,48,5.1978
550630,4/19/2011 14:49,14298,United Kingdom,2621,0.9648
550631,4/19/2011 14:51,15225,United Kingdom,226,3.45
550632,4/19/2011 14:56,16907,United Kingdom,42,3.4543
550633,4/19/2011 14:57,17449,United Kingdom,186,2.4224
550634,4/19/2011 15:02,14298,United Kingdom,22,1.17
550635,4/19/2011 15:20,18173,United Kingdom,156,2.1883
550636,4/19/2011 15:37,(blank),United Kingdom,421,4.178
550637,4/19/2011 15:39,14415,United Kingdom,187,3.1642
550638,4/19/2011 15:44,(blank),United Kingdom,264,5.8283
550639,4/19/2011 15:46,14152,United Kingdom,369,1.1014
550640,4/19/2011 15:51,(blank),United Kingdom,3,2.1
550641,4/19/2011 15:53,(blank),United Kingdom,4,1.25
550641,4/19/2011 15:54,(blank),United Kingdom,10,1.5457
550643,4/19/2011 16:14,18116,United Kingdom,84,0.5043
550644,4/19/2011 16:19,12733,USA,137,3.3727
550645,4/19/2011 16:30,16098,United Kingdom,3,3.75
550645,4/19/2011 16:31,16098,United Kingdom,53,3.2883
550649,4/19/2011 16:37,13134,United Kingdom,6,4.25
550651,4/19/2011 16:52,15436,United Kingdom,251,2.2288
550655,4/19/2011 17:19,17217,United Kingdom,24,3.7167
550656,4/20/2011 8:07,17652,United Kingdom,312,2.8265
550657,4/20/2011 8:24,18198,United Kingdom,296,3.65
550658,4/20/2011 9:01,13576,United Kingdom,144,2.96
550659,4/20/2011 9:02,17730,United Kingdom,296,2.4242
550660,4/20/2011 9:03,15179,United Kingdom,10,6.75
550661,4/20/2011 9:20,12656,France,200,4.225
550662,4/20/2011 9:29,15078,United Kingdom,312,2.2637
550663,4/20/2011 9:30,15078,United Kingdom,20,1.8
550665,4/20/2011 9:31,12530,Germany,232,3.8671
550666,4/20/2011 9:35,17719,United Kingdom,503,3.6857
550667,4/20/2011 9:48,13027,United Kingdom,5040,0.4
550669,4/20/2011 10:04,16837,United Kingdom,8,12.75
550670,4/20/2011 10:04,17734,United Kingdom,66,3.5544
550671,4/20/2011 10:10,12457,Switzerland,100,1.79
550673,4/20/2011 10:28,12971,United Kingdom,160,2.85
550674,4/20/2011 10:29,12971,United Kingdom,64,4.25
550675,4/20/2011 10:39,15260,United Kingdom,126,3.0333
550701,4/20/2011 10:48,14905,United Kingdom,141,2.5556
550710,4/20/2011 11:05,17450,United Kingdom,1736,2.2622
550711,4/20/2011 11:06,18102,United Kingdom,328,3.6467
550712,4/20/2011 11:06,15159,United Kingdom,370,2.5125
550713,4/20/2011 11:11,15159,United Kingdom,1,12.5
550714,4/20/2011 11:12,15249,United Kingdom,320,2.6605
550723,4/20/2011 11:19,17454,United Kingdom,57,2.2639
550740,4/20/2011 11:33,(blank),United Kingdom,520,5.1737
550750,4/20/2011 11:45,13632,United Kingdom,141,3.3368
550753,4/20/2011 11:53,(blank),United Kingdom,-150,0
550754,4/20/2011 11:57,15465,United Kingdom,60,8.45
550755,4/20/2011 12:01,17548,United Kingdom,58,2.43
550756,4/20/2011 12:02,14148,United Kingdom,16,7.55
550757,4/20/2011 12:08,(blank),United Kingdom,-9,0
550758,4/20/2011 12:09,(blank),United Kingdom,-8,0
550759,4/20/2011 12:09,(blank),United Kingdom,-7,0
550760,4/20/2011 12:09,(blank),United Kingdom,-4,0
550761,4/20/2011 12:10,(blank),United Kingdom,6,0
550762,4/20/2011 12:10,(blank),United Kingdom,-9,0
550763,4/20/2011 12:11,(blank),United Kingdom,-5,0
550764,4/20/2011 12:26,14527,United Kingdom,25,5.135
550765,4/20/2011 12:28,16103,United Kingdom,130,4.918
550766,4/20/2011 12:30,17463,United Kingdom,109,3.8893
550767,4/20/2011 12:32,14776,United Kingdom,384,0.9235
550768,4/20/2011 12:44,15039,United Kingdom,235,3.4644
550769,4/20/2011 12:56,15984,United Kingdom,81,3.8288
550772,4/20/2011 13:13,17856,United Kingdom,30,2.7
550773,4/20/2011 13:15,17567,United Kingdom,207,2.051
550774,4/20/2011 13:18,14626,United Kingdom,432,2.2483
550775,4/20/2011 13:18,15805,United Kingdom,515,2.7709
550776,4/20/2011 13:19,15805,United Kingdom,67,4.2389
550777,4/20/2011 13:35,16558,United Kingdom,371,2.4058
550778,4/20/2011 13:36,14868,United Kingdom,231,3.7363
550779,4/20/2011 13:36,17511,United Kingdom,858,2.5438
550781,4/20/2011 13:43,13097,United Kingdom,218,4.7037
550782,4/20/2011 13:55,18246,United Kingdom,70,3.17
550783,4/20/2011 13:58,13485,United Kingdom,277,2.4252
550784,4/20/2011 13:59,13269,United Kingdom,208,2.4348
550785,4/20/2011 14:02,15517,United Kingdom,293,1.8078
550786,4/20/2011 14:06,16672,United Kingdom,48,1.25
550796,4/20/2011 14:38,17211,United Kingdom,76,2.3495
550797,4/20/2011 14:40,12901,United Kingdom,88,0.6225
550798,4/20/2011 14:41,15290,United Kingdom,120,3.4167
550799,4/20/2011 14:46,17115,United Kingdom,166,4.8156
550800,4/20/2011 14:48,(blank),United Kingdom,-65,0
550801,4/20/2011 15:04,17402,United Kingdom,30,10.2167
550802,4/20/2011 15:21,17120,United Kingdom,120,4.3961
550803,4/20/2011 15:25,18177,United Kingdom,121,1.529
550804,4/20/2011 15:32,16676,United Kingdom,134,4.0853
550805,4/20/2011 15:38,13162,United Kingdom,453,1.7486
550806,4/20/2011 15:44,14334,United Kingdom,178,3.3482
550811,4/20/2011 16:04,16011,United Kingdom,78,1.69
550815,4/20/2011 16:42,(blank),United Kingdom,8,0
550817,4/20/2011 17:00,17946,United Kingdom,66,3.3553
550818,4/20/2011 17:10,15912,United Kingdom,66,1.9262
550819,4/20/2011 17:37,17530,United Kingdom,254,2.539
550820,4/21/2011 8:43,13148,United Kingdom,101,6.3194
550821,4/21/2011 8:54,12506,France,23,3.1957
550822,4/21/2011 9:26,14001,United Kingdom,538,2.818
550823,4/21/2011 9:36,16133,United Kingdom,1270,5.0319
550824,4/21/2011 10:00,18177,United Kingdom,5,1.65
550826,4/21/2011 10:12,17158,United Kingdom,210,2.9071
550827,4/21/2011 10:16,12670,France,278,3.2977
550828,4/21/2011 10:19,17315,United Kingdom,36,3.2083
550829,4/21/2011 10:19,17841,United Kingdom,107,3.525
550830,4/21/2011 10:29,13534,United Kingdom,66,4.655
550831,4/21/2011 10:29,13534,United Kingdom,60,4.892
550832,4/21/2011 10:31,17588,United Kingdom,56,7.47
550833,4/21/2011 10:48,15860,United Kingdom,5,4.95
550834,4/21/2011 10:51,14730,United Kingdom,87,4.4812
550835,4/21/2011 10:52,15034,United Kingdom,388,3.482
550836,4/21/2011 10:55,14759,United Kingdom,119,7.7371
550837,4/21/2011 11:03,15034,United Kingdom,155,1.3
550838,4/21/2011 11:31,14577,United Kingdom,60,2.2346
550885,4/21/2011 11:59,16185,United Kingdom,153,4.0474
550890,4/21/2011 12:00,14711,United Kingdom,187,9.4173
550898,4/21/2011 12:07,(blank),United Kingdom,5,2.6167
550899,4/21/2011 12:07,13505,Switzerland,489,3.7915
550900,4/21/2011 12:11,16553,United Kingdom,730,1.4156
550901,4/21/2011 12:12,13389,United Kingdom,115,4.3906
550906,4/21/2011 12:34,14298,United Kingdom,2460,0.8776
550907,4/21/2011 12:35,13798,United Kingdom,150,2.17
550908,4/21/2011 12:39,(blank),United Kingdom,-68,0
550911,4/21/2011 13:11,12354,Spain,530,4.5038
550912,4/21/2011 13:17,13267,United Kingdom,111,5.1286
